Filename,LabelId,Label,xmin,ymin,xmax,ymax
1340.jpg,1,Hand,630,433,828,590
1340.jpg,1,Hand,503,396,624,559
1344.jpg,1,Hand,525,518,725,716
1344.jpg,1,Hand,683,634,759,718
1344.jpg,1,Hand,645,412,844,568
1344.jpg,1,Hand,503,371,637,530
1362.jpg,1,Hand,431,557,700,716
1362.jpg,1,Hand,633,642,766,718
1362.jpg,1,Hand,719,416,907,570
1362.jpg,1,Hand,567,378,695,551
1370.jpg,1,Hand,254,503,536,714
1370.jpg,1,Hand,716,634,864,718
1370.jpg,1,Hand,686,412,872,561
1370.jpg,1,Hand,532,371,678,537
1377.jpg,1,Hand,228,539,464,714
1377.jpg,1,Hand,700,634,858,717
1377.jpg,1,Hand,646,402,817,564
1377.jpg,1,Hand,493,370,618,547
1379.jpg,1,Hand,251,531,472,692
1379.jpg,1,Hand,693,636,843,718
1379.jpg,1,Hand,634,404,827,556
1379.jpg,1,Hand,488,379,624,539
1433.jpg,1,Hand,357,683,502,716
1433.jpg,1,Hand,713,376,886,532
1433.jpg,1,Hand,505,346,642,495
1444.jpg,1,Hand,416,659,616,718
1444.jpg,1,Hand,724,487,965,713
1444.jpg,1,Hand,746,390,947,518
1444.jpg,1,Hand,530,350,670,498
1470.jpg,1,Hand,432,664,627,718
1470.jpg,1,Hand,742,507,997,717
1470.jpg,1,Hand,783,351,945,512
1470.jpg,1,Hand,536,325,675,485
1475.jpg,1,Hand,433,625,674,717
1475.jpg,1,Hand,824,654,1026,717
1475.jpg,1,Hand,775,344,944,495
1475.jpg,1,Hand,538,308,678,465
1523.jpg,1,Hand,325,531,625,718
1523.jpg,1,Hand,861,613,1104,718
1523.jpg,1,Hand,819,340,994,490
1523.jpg,1,Hand,579,297,722,452
1536.jpg,1,Hand,335,468,605,700
1536.jpg,1,Hand,538,362,897,656
1536.jpg,1,Hand,924,338,1104,494
1536.jpg,1,Hand,659,288,807,409
1542.jpg,1,Hand,271,435,626,718
1542.jpg,1,Hand,581,424,951,681
1542.jpg,1,Hand,905,361,1110,507
1542.jpg,1,Hand,659,285,812,433
1577.jpg,1,Hand,158,466,499,717
1577.jpg,1,Hand,620,452,894,706
1577.jpg,1,Hand,725,342,926,495
1577.jpg,1,Hand,526,324,708,483
1613.jpg,1,Hand,606,283,814,403
1613.jpg,1,Hand,509,276,629,384
1697.jpg,1,Hand,683,681,821,713
1697.jpg,1,Hand,642,328,837,453
1697.jpg,1,Hand,488,299,641,429
1758.jpg,1,Hand,525,609,782,718
1758.jpg,1,Hand,720,341,905,446
1758.jpg,1,Hand,551,314,704,436
1761.jpg,1,Hand,565,563,824,713
1761.jpg,1,Hand,721,349,909,460
1761.jpg,1,Hand,544,318,707,440
1788.jpg,1,Hand,523,584,795,714
1788.jpg,1,Hand,712,349,897,468
1788.jpg,1,Hand,539,316,720,440
1804.jpg,1,Hand,662,507,894,716
1804.jpg,1,Hand,707,371,895,482
1804.jpg,1,Hand,532,322,691,436
1812.jpg,1,Hand,341,693,393,714
1812.jpg,1,Hand,571,598,831,716
1812.jpg,1,Hand,695,359,894,474
1812.jpg,1,Hand,540,318,696,439
1849.jpg,1,Hand,247,663,361,718
1849.jpg,1,Hand,608,531,870,712
1849.jpg,1,Hand,769,341,965,457
1849.jpg,1,Hand,572,295,725,423
1887.jpg,1,Hand,554,623,783,718
1887.jpg,1,Hand,707,367,886,487
1887.jpg,1,Hand,436,353,554,523
1914.jpg,1,Hand,759,515,965,717
1914.jpg,1,Hand,713,373,897,494
1914.jpg,1,Hand,447,369,564,572
1928.jpg,1,Hand,612,700,668,718
1928.jpg,1,Hand,658,362,833,469
1928.jpg,1,Hand,499,362,642,559
1930.jpg,1,Hand,630,704,663,718
1930.jpg,1,Hand,617,363,799,482
1930.jpg,1,Hand,444,340,614,508
1945.jpg,1,Hand,684,692,730,717
1945.jpg,1,Hand,591,367,767,474
1945.jpg,1,Hand,440,284,579,407
1999.jpg,1,Hand,660,705,704,718
1999.jpg,1,Hand,613,362,766,465
1999.jpg,1,Hand,439,287,593,419
2006.jpg,1,Hand,581,365,750,474
2006.jpg,1,Hand,420,296,579,427
2008.jpg,1,Hand,583,361,753,469
2008.jpg,1,Hand,420,299,580,428
2052.jpg,1,Hand,621,408,781,526
2052.jpg,1,Hand,457,370,617,494
2093.jpg,1,Hand,659,687,715,718
2093.jpg,1,Hand,620,386,799,501
2093.jpg,1,Hand,451,325,604,457
2208.jpg,1,Hand,612,378,791,495
2208.jpg,1,Hand,374,388,522,601
2230.jpg,1,Hand,654,681,744,718
2230.jpg,1,Hand,583,351,770,464
2230.jpg,1,Hand,345,379,498,621
2235.jpg,1,Hand,653,688,740,717
2235.jpg,1,Hand,596,359,781,466
2235.jpg,1,Hand,342,370,494,619
2265.jpg,1,Hand,613,367,790,478
2265.jpg,1,Hand,397,259,525,370
2333.jpg,1,Hand,812,615,1004,717
2333.jpg,1,Hand,686,354,866,474
2333.jpg,1,Hand,515,305,683,433
2334.jpg,1,Hand,803,623,981,718
2334.jpg,1,Hand,679,340,856,464
2334.jpg,1,Hand,511,299,676,428
2358.jpg,1,Hand,680,696,741,717
2358.jpg,1,Hand,601,337,784,452
2358.jpg,1,Hand,341,330,477,547
2362.jpg,1,Hand,664,704,715,718
2362.jpg,1,Hand,600,345,778,456
2362.jpg,1,Hand,328,334,466,557
2363.jpg,1,Hand,660,702,720,717
2363.jpg,1,Hand,592,344,770,457
2363.jpg,1,Hand,328,330,460,552
2366.jpg,1,Hand,660,702,709,717
2366.jpg,1,Hand,592,347,773,453
2366.jpg,1,Hand,390,276,556,460
2369.jpg,1,Hand,660,709,713,718
2369.jpg,1,Hand,625,333,767,448
2369.jpg,1,Hand,443,270,645,412
2426.jpg,1,Hand,662,662,816,718
2426.jpg,1,Hand,596,316,782,440
2426.jpg,1,Hand,451,258,629,370
2427.jpg,1,Hand,662,662,831,718
2427.jpg,1,Hand,588,321,777,439
2427.jpg,1,Hand,453,255,614,376
2429.jpg,1,Hand,315,693,370,718
2429.jpg,1,Hand,667,658,837,718
2429.jpg,1,Hand,575,324,759,439
2429.jpg,1,Hand,447,267,605,375
2443.jpg,1,Hand,420,677,488,718
2443.jpg,1,Hand,616,574,833,718
2443.jpg,1,Hand,741,366,936,483
2443.jpg,1,Hand,596,295,773,407
2491.jpg,1,Hand,726,570,942,718
2491.jpg,1,Hand,631,340,814,457
2491.jpg,1,Hand,472,270,645,388
2523.jpg,1,Hand,606,332,757,461
2523.jpg,1,Hand,461,396,633,635
2527.jpg,1,Hand,596,329,761,462
2527.jpg,1,Hand,474,402,646,626
2619.jpg,1,Hand,646,681,740,718
2619.jpg,1,Hand,631,334,777,462
2619.jpg,1,Hand,435,237,592,359
2666.jpg,1,Hand,614,685,712,717
2666.jpg,1,Hand,618,338,781,456
2666.jpg,1,Hand,416,229,575,349
2693.jpg,1,Hand,579,689,672,718
2693.jpg,1,Hand,596,344,773,452
2693.jpg,1,Hand,443,274,643,390
2699.jpg,1,Hand,612,691,697,717
2699.jpg,1,Hand,606,349,783,461
2699.jpg,1,Hand,457,262,641,382
0060.jpg,1,Hand,219,637,490,719
0060.jpg,1,Hand,554,514,937,719
0060.jpg,1,Hand,529,277,660,374
0060.jpg,1,Hand,411,290,518,391
0073.jpg,1,Hand,218,658,456,719
0073.jpg,1,Hand,554,545,890,719
0073.jpg,1,Hand,541,285,667,382
0073.jpg,1,Hand,415,297,532,399
0129.jpg,1,Hand,397,686,489,719
0129.jpg,1,Hand,673,424,1004,719
0129.jpg,1,Hand,611,267,742,367
0129.jpg,1,Hand,475,261,600,364
0134.jpg,1,Hand,396,688,500,719
0134.jpg,1,Hand,638,478,954,719
0134.jpg,1,Hand,610,250,738,356
0134.jpg,1,Hand,464,251,599,352
0141.jpg,1,Hand,314,651,438,719
0141.jpg,1,Hand,616,498,877,716
0141.jpg,1,Hand,593,256,721,357
0141.jpg,1,Hand,456,260,585,354
0145.jpg,1,Hand,264,633,393,716
0145.jpg,1,Hand,617,482,908,719
0145.jpg,1,Hand,568,261,698,359
0145.jpg,1,Hand,438,267,552,359
0174.jpg,1,Hand,319,662,488,719
0174.jpg,1,Hand,641,640,838,719
0174.jpg,1,Hand,550,268,678,368
0174.jpg,1,Hand,404,282,545,377
0183.jpg,1,Hand,294,633,445,719
0183.jpg,1,Hand,627,619,831,719
0183.jpg,1,Hand,552,264,670,360
0183.jpg,1,Hand,397,271,525,368
0199.jpg,1,Hand,240,592,495,719
0199.jpg,1,Hand,535,566,816,719
0199.jpg,1,Hand,520,218,656,314
0199.jpg,1,Hand,358,247,493,345
0209.jpg,1,Hand,222,567,485,719
0209.jpg,1,Hand,513,538,823,718
0209.jpg,1,Hand,522,268,663,405
0209.jpg,1,Hand,340,228,468,324
0211.jpg,1,Hand,216,577,490,719
0211.jpg,1,Hand,513,533,824,719
0211.jpg,1,Hand,511,267,655,438
0211.jpg,1,Hand,333,226,463,317
0245.jpg,1,Hand,304,661,386,719
0245.jpg,1,Hand,617,502,854,718
0245.jpg,1,Hand,525,306,655,409
0245.jpg,1,Hand,378,311,492,421
0247.jpg,1,Hand,286,647,375,719
0247.jpg,1,Hand,592,509,816,719
0247.jpg,1,Hand,518,304,646,399
0247.jpg,1,Hand,371,309,493,413
0266.jpg,1,Hand,300,669,393,719
0266.jpg,1,Hand,577,516,890,719
0266.jpg,1,Hand,535,290,662,389
0266.jpg,1,Hand,404,293,535,392
0325.jpg,1,Hand,118,661,290,716
0325.jpg,1,Hand,645,574,870,719
0325.jpg,1,Hand,593,360,774,498
0325.jpg,1,Hand,411,315,532,411
0380.jpg,1,Hand,278,652,386,719
0380.jpg,1,Hand,699,503,927,691
0380.jpg,1,Hand,550,253,694,356
0380.jpg,1,Hand,425,245,536,356
0390.jpg,1,Hand,193,583,524,719
0390.jpg,1,Hand,698,352,943,592
0390.jpg,1,Hand,511,193,655,288
0390.jpg,1,Hand,390,196,507,297
0505.jpg,1,Hand,625,405,1094,719
0505.jpg,1,Hand,525,334,648,423
0505.jpg,1,Hand,362,335,492,442
0549.jpg,1,Hand,344,670,453,719
0549.jpg,1,Hand,553,449,934,719
0549.jpg,1,Hand,563,258,692,350
0549.jpg,1,Hand,408,278,542,377
0552.jpg,1,Hand,354,673,467,719
0552.jpg,1,Hand,546,425,930,719
0552.jpg,1,Hand,561,254,689,352
0552.jpg,1,Hand,407,281,539,382
0553.jpg,1,Hand,350,676,463,719
0553.jpg,1,Hand,560,453,929,719
0553.jpg,1,Hand,564,258,689,342
0553.jpg,1,Hand,399,279,539,379
0611.jpg,1,Hand,542,695,694,719
0611.jpg,1,Hand,492,347,652,471
0611.jpg,1,Hand,329,361,461,460
0659.jpg,1,Hand,143,566,527,718
0659.jpg,1,Hand,543,482,1022,719
0659.jpg,1,Hand,465,117,657,253
0659.jpg,1,Hand,357,153,489,261
0672.jpg,1,Hand,254,597,504,719
0672.jpg,1,Hand,570,527,965,719
0672.jpg,1,Hand,500,186,659,295
0672.jpg,1,Hand,376,201,497,310
0682.jpg,1,Hand,259,598,510,719
0682.jpg,1,Hand,535,477,899,719
0682.jpg,1,Hand,514,203,657,309
0682.jpg,1,Hand,371,208,488,324
0702.jpg,1,Hand,307,684,489,718
0702.jpg,1,Hand,549,573,844,719
0702.jpg,1,Hand,547,264,681,356
0702.jpg,1,Hand,410,258,527,368
0726.jpg,1,Hand,209,616,467,719
0726.jpg,1,Hand,319,520,776,719
0726.jpg,1,Hand,585,160,714,253
0726.jpg,1,Hand,336,135,499,289
0763.jpg,1,Hand,236,545,589,719
0763.jpg,1,Hand,499,453,806,719
0763.jpg,1,Hand,528,201,674,299
0763.jpg,1,Hand,404,222,536,322
0779.jpg,1,Hand,265,590,499,719
0779.jpg,1,Hand,553,517,847,719
0779.jpg,1,Hand,550,245,692,349
0779.jpg,1,Hand,419,277,560,360
0849.jpg,1,Hand,422,693,520,719
0849.jpg,1,Hand,751,535,997,716
0849.jpg,1,Hand,667,368,788,480
0849.jpg,1,Hand,536,349,662,450
0853.jpg,1,Hand,682,609,854,719
0853.jpg,1,Hand,734,247,852,399
0853.jpg,1,Hand,514,360,642,469
0861.jpg,1,Hand,340,640,477,719
0861.jpg,1,Hand,659,566,863,719
0861.jpg,1,Hand,755,0,852,94
0861.jpg,1,Hand,497,310,628,407
0958.jpg,1,Hand,202,499,497,719
0958.jpg,1,Hand,609,460,784,659
0958.jpg,1,Hand,589,249,733,352
0958.jpg,1,Hand,460,243,581,352
0994.jpg,1,Hand,202,501,481,719
0994.jpg,1,Hand,559,530,842,719
0994.jpg,1,Hand,541,190,678,299
0994.jpg,1,Hand,406,194,536,293
1000.jpg,1,Hand,193,514,449,719
1000.jpg,1,Hand,577,528,849,719
1000.jpg,1,Hand,543,197,675,293
1000.jpg,1,Hand,399,193,534,293
1002.jpg,1,Hand,193,505,442,719
1002.jpg,1,Hand,571,528,854,719
1002.jpg,1,Hand,557,197,681,289
1002.jpg,1,Hand,400,190,528,289
1021.jpg,1,Hand,251,576,489,719
1021.jpg,1,Hand,603,602,893,719
1021.jpg,1,Hand,591,199,730,299
1021.jpg,1,Hand,406,257,532,341
1024.jpg,1,Hand,304,674,506,719
1024.jpg,1,Hand,752,674,849,719
1024.jpg,1,Hand,632,240,760,356
1024.jpg,1,Hand,410,317,525,400
1026.jpg,1,Hand,641,297,774,417
1026.jpg,1,Hand,403,329,528,431
1036.jpg,1,Hand,566,416,724,594
1036.jpg,1,Hand,397,327,521,439
1074.jpg,1,Hand,539,321,677,425
1074.jpg,1,Hand,407,332,534,434
1115.jpg,1,Hand,550,396,702,502
1115.jpg,1,Hand,421,386,546,507
1135.jpg,1,Hand,138,524,485,718
1135.jpg,1,Hand,620,420,1002,719
1135.jpg,1,Hand,472,158,611,256
1135.jpg,1,Hand,330,158,465,272
1185.jpg,1,Hand,44,513,396,718
1185.jpg,1,Hand,468,481,783,719
1185.jpg,1,Hand,522,164,667,268
1185.jpg,1,Hand,386,164,518,272
1195.jpg,1,Hand,67,555,381,719
1195.jpg,1,Hand,445,548,810,719
1195.jpg,1,Hand,529,190,673,288
1195.jpg,1,Hand,393,192,529,299
1232.jpg,1,Hand,152,622,425,719
1232.jpg,1,Hand,536,601,774,719
1232.jpg,1,Hand,575,247,706,343
1232.jpg,1,Hand,385,303,541,425
1245.jpg,1,Hand,182,594,442,718
1245.jpg,1,Hand,566,574,829,719
1245.jpg,1,Hand,602,247,737,343
1245.jpg,1,Hand,460,267,591,359
1257.jpg,1,Hand,151,552,493,719
1257.jpg,1,Hand,522,509,816,719
1257.jpg,1,Hand,577,207,710,303
1257.jpg,1,Hand,432,217,566,318
1284.jpg,1,Hand,193,601,397,719
1284.jpg,1,Hand,623,456,947,719
1284.jpg,1,Hand,575,240,710,339
1284.jpg,1,Hand,440,251,570,352
1335.jpg,1,Hand,48,471,449,719
1335.jpg,1,Hand,549,467,880,719
1335.jpg,1,Hand,649,122,812,261
1335.jpg,1,Hand,433,151,571,263
1341.jpg,1,Hand,90,503,478,719
1341.jpg,1,Hand,534,477,852,719
1341.jpg,1,Hand,698,192,862,374
1341.jpg,1,Hand,411,179,547,279
1376.jpg,1,Hand,101,538,460,719
1376.jpg,1,Hand,552,474,849,719
1376.jpg,1,Hand,621,160,756,274
1376.jpg,1,Hand,397,192,531,302
1392.jpg,1,Hand,102,533,470,719
1392.jpg,1,Hand,593,460,865,719
1392.jpg,1,Hand,518,167,649,292
1392.jpg,1,Hand,389,194,517,303
1396.jpg,1,Hand,97,512,481,719
1396.jpg,1,Hand,630,445,908,719
1396.jpg,1,Hand,557,165,687,272
1396.jpg,1,Hand,424,178,556,290
1403.jpg,1,Hand,141,542,468,719
1403.jpg,1,Hand,600,448,874,719
1403.jpg,1,Hand,529,196,659,293
1403.jpg,1,Hand,396,211,528,313
1435.jpg,1,Hand,9,482,321,719
1435.jpg,1,Hand,659,449,899,719
1435.jpg,1,Hand,578,219,714,332
1435.jpg,1,Hand,443,222,575,334
1479.jpg,1,Hand,120,512,436,719
1479.jpg,1,Hand,542,424,943,706
1479.jpg,1,Hand,584,225,716,320
1479.jpg,1,Hand,362,167,506,303
1514.jpg,1,Hand,244,605,432,719
1514.jpg,1,Hand,547,464,954,719
1514.jpg,1,Hand,573,274,712,374
1514.jpg,1,Hand,432,278,561,382
1523.jpg,1,Hand,247,615,502,719
1523.jpg,1,Hand,646,438,961,719
1523.jpg,1,Hand,577,272,713,371
1523.jpg,1,Hand,435,275,563,373
1530.jpg,1,Hand,246,610,483,719
1530.jpg,1,Hand,638,495,891,719
1530.jpg,1,Hand,578,261,714,367
1530.jpg,1,Hand,432,265,564,377
1604.jpg,1,Hand,155,537,467,719
1604.jpg,1,Hand,528,498,834,719
1604.jpg,1,Hand,507,185,643,322
1604.jpg,1,Hand,382,226,504,331
1647.jpg,1,Hand,59,496,429,719
1647.jpg,1,Hand,623,361,813,587
1647.jpg,1,Hand,503,200,648,303
1647.jpg,1,Hand,365,204,503,311
1660.jpg,1,Hand,87,474,435,719
1660.jpg,1,Hand,724,320,927,591
1660.jpg,1,Hand,527,199,663,292
1660.jpg,1,Hand,385,201,521,309
1674.jpg,1,Hand,161,603,406,719
1674.jpg,1,Hand,610,399,901,716
1674.jpg,1,Hand,531,272,681,368
1674.jpg,1,Hand,386,292,527,395
1675.jpg,1,Hand,163,608,404,718
1675.jpg,1,Hand,602,420,912,719
1675.jpg,1,Hand,529,282,675,374
1675.jpg,1,Hand,392,299,524,411
1680.jpg,1,Hand,195,620,439,719
1680.jpg,1,Hand,605,445,933,719
1680.jpg,1,Hand,567,295,709,393
1680.jpg,1,Hand,422,314,554,417
1720.jpg,1,Hand,305,430,852,719
1720.jpg,1,Hand,538,295,675,395
1720.jpg,1,Hand,390,303,527,413
1770.jpg,1,Hand,59,521,387,719
1770.jpg,1,Hand,599,399,938,617
1770.jpg,1,Hand,635,215,777,384
1770.jpg,1,Hand,308,217,445,331
1830.jpg,1,Hand,202,533,504,719
1830.jpg,1,Hand,712,406,945,637
1830.jpg,1,Hand,553,228,691,328
1830.jpg,1,Hand,413,240,543,349
1832.jpg,1,Hand,187,509,499,719
1832.jpg,1,Hand,710,379,926,594
1832.jpg,1,Hand,545,214,688,320
1832.jpg,1,Hand,411,218,545,324
1837.jpg,1,Hand,145,478,486,719
1837.jpg,1,Hand,706,350,923,533
1837.jpg,1,Hand,541,158,692,281
1837.jpg,1,Hand,390,181,524,290
1850.jpg,1,Hand,154,545,453,719
1850.jpg,1,Hand,713,236,931,530
1850.jpg,1,Hand,578,222,731,336
1850.jpg,1,Hand,353,228,493,341
1880.jpg,1,Hand,204,545,483,719
1880.jpg,1,Hand,624,292,1054,549
1880.jpg,1,Hand,641,267,785,378
1880.jpg,1,Hand,426,261,560,375
1924.jpg,1,Hand,140,549,457,719
1924.jpg,1,Hand,527,357,849,644
1924.jpg,1,Hand,573,224,731,343
1924.jpg,1,Hand,349,215,486,332
1939.jpg,1,Hand,126,583,413,719
1939.jpg,1,Hand,571,325,970,610
1939.jpg,1,Hand,721,295,852,370
1939.jpg,1,Hand,351,268,485,381
1962.jpg,1,Hand,59,526,397,719
1962.jpg,1,Hand,546,233,983,521
1962.jpg,1,Hand,552,194,678,299
1962.jpg,1,Hand,325,219,458,342
1983.jpg,1,Hand,184,544,522,719
1983.jpg,1,Hand,582,321,977,584
1983.jpg,1,Hand,502,206,666,339
1983.jpg,1,Hand,386,232,514,345
2016.jpg,1,Hand,165,541,467,719
2016.jpg,1,Hand,719,364,962,620
2016.jpg,1,Hand,509,211,653,322
2016.jpg,1,Hand,374,219,506,328
2018.jpg,1,Hand,169,538,496,719
2018.jpg,1,Hand,724,366,973,615
2018.jpg,1,Hand,517,211,653,322
2018.jpg,1,Hand,375,217,518,328
2071.jpg,1,Hand,151,537,468,719
2071.jpg,1,Hand,773,318,976,608
2071.jpg,1,Hand,529,213,695,347
2071.jpg,1,Hand,382,228,532,339
2134.jpg,1,Hand,13,455,521,719
2134.jpg,1,Hand,556,275,933,495
2134.jpg,1,Hand,577,139,728,247
2134.jpg,1,Hand,426,143,575,256
2163.jpg,1,Hand,158,363,493,709
2163.jpg,1,Hand,532,215,902,443
2163.jpg,1,Hand,609,69,753,181
2163.jpg,1,Hand,413,76,557,189
2176.jpg,1,Hand,88,463,461,719
2176.jpg,1,Hand,536,336,909,570
2176.jpg,1,Hand,568,154,744,271
2176.jpg,1,Hand,411,171,556,279
2190.jpg,1,Hand,193,534,493,719
2190.jpg,1,Hand,570,354,970,609
2190.jpg,1,Hand,753,247,906,413
2190.jpg,1,Hand,433,233,566,338
2194.jpg,1,Hand,214,566,486,719
2194.jpg,1,Hand,559,370,951,619
2194.jpg,1,Hand,712,236,861,417
2194.jpg,1,Hand,407,251,549,354
2296.jpg,1,Hand,189,567,454,719
2296.jpg,1,Hand,635,489,893,712
2296.jpg,1,Hand,571,256,717,360
2296.jpg,1,Hand,418,251,560,373
2327.jpg,1,Hand,272,633,438,719
2327.jpg,1,Hand,634,315,966,615
2327.jpg,1,Hand,557,257,717,359
2327.jpg,1,Hand,404,258,541,370
2365.jpg,1,Hand,162,531,467,719
2365.jpg,1,Hand,650,228,980,541
2365.jpg,1,Hand,566,261,698,460
2365.jpg,1,Hand,365,226,499,342
2369.jpg,1,Hand,123,507,411,719
2369.jpg,1,Hand,664,219,982,527
2369.jpg,1,Hand,536,208,694,343
2369.jpg,1,Hand,371,228,499,339
2387.jpg,1,Hand,172,520,440,719
2387.jpg,1,Hand,517,313,881,583
2387.jpg,1,Hand,566,200,712,304
2387.jpg,1,Hand,428,217,552,336
2412.jpg,1,Hand,326,654,570,719
2412.jpg,1,Hand,585,338,973,599
2412.jpg,1,Hand,559,229,696,331
2412.jpg,1,Hand,431,242,556,350
2423.jpg,1,Hand,247,603,535,719
2423.jpg,1,Hand,641,313,938,617
2423.jpg,1,Hand,585,232,696,300
2423.jpg,1,Hand,432,239,559,356
2452.jpg,1,Hand,253,613,386,719
2452.jpg,1,Hand,595,480,858,702
2452.jpg,1,Hand,563,240,699,346
2452.jpg,1,Hand,432,250,559,360
2533.jpg,1,Hand,184,590,447,719
2533.jpg,1,Hand,717,411,948,670
2533.jpg,1,Hand,560,251,705,353
2533.jpg,1,Hand,435,260,567,368
2554.jpg,1,Hand,119,496,436,718
2554.jpg,1,Hand,638,346,855,542
2554.jpg,1,Hand,532,150,669,254
2554.jpg,1,Hand,396,165,531,285
2638.jpg,1,Hand,140,456,474,719
2638.jpg,1,Hand,705,354,933,571
2638.jpg,1,Hand,714,190,856,356
2638.jpg,1,Hand,422,168,553,279
2650.jpg,1,Hand,143,492,456,719
2650.jpg,1,Hand,703,364,937,623
2650.jpg,1,Hand,724,103,922,306
2650.jpg,1,Hand,436,199,561,317
2662.jpg,1,Hand,159,559,461,719
2662.jpg,1,Hand,685,434,919,659
2662.jpg,1,Hand,575,238,720,341
2662.jpg,1,Hand,431,263,574,366
2674.jpg,1,Hand,205,603,470,719
2674.jpg,1,Hand,822,336,1008,669
2674.jpg,1,Hand,620,295,745,391
2674.jpg,1,Hand,470,303,613,413
2693.jpg,1,Hand,190,594,465,719
